user,item,timestamp,state_label,req_count,cpu_src,mem_src,cpu_tgt,mem_tgt,pod_src_count,pod_tgt_count
frontend,cartservice,1766192785,0,0.0,0.004,50012160.0,0.0048,71761920.0,1,1
frontend,productcatalogservice,1766192785,0,0.0,0.005,50098176.0,0.0048,47882240.0,1,1
frontend,checkoutservice,1766192785,0,0.0,0.005,50098176.0,0.0054,47251456.0,1,1
frontend,recommendationservice,1766192785,0,0.0,0.005,50098176.0,0.0078,90865664.0,1,1
frontend,adservice,1766192785,0,0.0,0.005,50098176.0,0.0061,121933824.0,1,1
frontend,currencyservice,1766192785,0,0.0,0.005,50098176.0,0.0122,61497344.0,1,1
checkoutservice,cartservice,1766192785,0,0.0,0.0054,47251456.0,0.01,72179712.0,1,1
checkoutservice,productcatalogservice,1766192785,0,0.0,0.0054,47251456.0,0.004,47882240.0,1,1
checkoutservice,currencyservice,1766192785,0,0.0,0.0054,47251456.0,0.0122,61497344.0,1,1
checkoutservice,paymentservice,1766192785,0,0.0,0.0054,47251456.0,0.0053,63049728.0,1,1
checkoutservice,shippingservice,1766192785,0,0.0,0.0054,47251456.0,0.0056,48201728.0,1,1
checkoutservice,emailservice,1766192785,0,0.0,0.0054,47251456.0,0.0061,91377664.0,1,1
recommendationservice,productcatalogservice,1766192785,0,0.0,0.0078,90865664.0,0.0048,47882240.0,1,1
frontend,cartservice,1766192803,0,0.0,0.014,51879936.0,0.0402,80392192.0,1,1
frontend,productcatalogservice,1766192803,0,3.1216,0.014,51879936.0,0.0071,48373760.0,1,1
frontend,checkoutservice,1766192803,0,0.0,0.014,51879936.0,0.0075,48140288.0,1,1
frontend,recommendationservice,1766192803,0,0.0,0.014,51879936.0,0.0102,92536832.0,1,1
frontend,adservice,1766192803,0,0.4846,0.014,51879936.0,0.0126,123805696.0,1,1
frontend,currencyservice,1766192803,0,5.2496,0.014,51879936.0,0.0164,61497344.0,1,1
checkoutservice,cartservice,1766192803,0,0.0,0.0075,48140288.0,0.0517,80392192.0,1,1
checkoutservice,productcatalogservice,1766192803,0,0.0,0.0075,48140288.0,0.0071,48373760.0,1,1
checkoutservice,currencyservice,1766192803,0,0.0,0.0075,48140288.0,0.0164,61497344.0,1,1
checkoutservice,paymentservice,1766192803,0,0.0,0.0075,48140288.0,0.0056,62541824.0,1,1
checkoutservice,shippingservice,1766192803,0,0.0,0.0075,48140288.0,0.0062,48517120.0,1,1
checkoutservice,emailservice,1766192803,0,0.0,0.0075,48140288.0,0.0079,92127232.0,1,1
recommendationservice,productcatalogservice,1766192803,0,0.0,0.0081,92536832.0,0.0071,48373760.0,1,1
frontend,cartservice,1766192820,0,4.0552,0.0337,53837824.0,0.1027,82190336.0,1,1
frontend,productcatalogservice,1766192820,0,16.1908,0.0336,53837824.0,0.0208,47497216.0,1,1
frontend,checkoutservice,1766192820,0,0.2256,0.0335,53837824.0,0.0087,48136192.0,1,1
frontend,recommendationservice,1766192820,0,2.5947,0.0442,53837824.0,0.0127,91951104.0,1,1
frontend,adservice,1766192820,0,1.6654,0.044,53837824.0,0.0223,125566976.0,1,1
frontend,currencyservice,1766192820,0,18.5234,0.0439,53837824.0,0.0526,63279104.0,1,1
checkoutservice,cartservice,1766192820,0,0.0,0.0085,48136192.0,0.0871,82190336.0,1,1
checkoutservice,productcatalogservice,1766192820,0,0.6192,0.0085,48136192.0,0.0208,47497216.0,1,1
checkoutservice,currencyservice,1766192820,0,1.0868,0.0085,48136192.0,0.0531,63279104.0,1,1
checkoutservice,paymentservice,1766192820,0,0.204,0.0085,48136192.0,0.0097,61927424.0,1,1
checkoutservice,shippingservice,1766192820,0,0.8689,0.0084,48136192.0,0.0072,48623616.0,1,1
checkoutservice,emailservice,1766192820,0,0.4682,0.0084,48136192.0,0.0092,92467200.0,1,1
recommendationservice,productcatalogservice,1766192820,0,2.7384,0.0123,91951104.0,0.0208,47497216.0,1,1
frontend,cartservice,1766192838,0,6.1695,0.0806,50950144.0,0.0557,83005440.0,1,1
frontend,productcatalogservice,1766192838,0,25.6389,0.0806,50950144.0,0.0358,48201728.0,1,1
frontend,checkoutservice,1766192838,0,0.6286,0.0806,50950144.0,0.013,49057792.0,1,1
frontend,recommendationservice,1766192838,0,3.7681,0.0806,50950144.0,0.0206,92073984.0,1,1
frontend,adservice,1766192838,0,2.436,0.0806,50950144.0,0.023,126767104.0,1,1
frontend,currencyservice,1766192838,0,26.9824,0.0806,50950144.0,0.0465,64720896.0,1,1
checkoutservice,cartservice,1766192838,0,1.1572,0.013,49057792.0,0.0557,83005440.0,1,1
checkoutservice,productcatalogservice,1766192838,0,0.888,0.013,49057792.0,0.0358,48201728.0,1,1
checkoutservice,currencyservice,1766192838,0,1.582,0.013,49057792.0,0.046,64720896.0,1,1
checkoutservice,paymentservice,1766192838,0,0.5641,0.013,49057792.0,0.0096,62541824.0,1,1
checkoutservice,shippingservice,1766192838,0,1.2905,0.013,49057792.0,0.0104,48861184.0,1,1
checkoutservice,emailservice,1766192838,0,0.6547,0.013,49057792.0,0.0076,92831744.0,1,1
recommendationservice,productcatalogservice,1766192838,0,3.7671,0.0206,92073984.0,0.0358,48201728.0,1,1
frontend,cartservice,1766192855,0,7.06,0.0619,51286016.0,0.0291,83652608.0,1,1
frontend,productcatalogservice,1766192855,0,32.8046,0.0617,51286016.0,0.0331,48451584.0,1,1
frontend,checkoutservice,1766192855,0,0.8499,0.0615,51286016.0,0.0128,49324032.0,1,1
frontend,recommendationservice,1766192855,0,4.9929,0.0612,51286016.0,0.0204,92188672.0,1,1
frontend,adservice,1766192855,0,2.5284,0.061,51286016.0,0.0193,126242816.0,1,1
frontend,currencyservice,1766192855,0,27.0046,0.0608,51286016.0,0.0484,66465792.0,1,1
checkoutservice,cartservice,1766192855,0,1.6787,0.0128,49324032.0,0.0291,83652608.0,1,1
checkoutservice,productcatalogservice,1766192855,0,1.2323,0.0128,49324032.0,0.0331,48451584.0,1,1
checkoutservice,currencyservice,1766192855,0,2.1672,0.0128,49324032.0,0.0484,66465792.0,1,1
checkoutservice,paymentservice,1766192855,0,0.8175,0.0128,49324032.0,0.0056,62578688.0,1,1
checkoutservice,shippingservice,1766192855,0,1.6351,0.0128,49324032.0,0.0075,46923776.0,1,1
checkoutservice,emailservice,1766192855,0,0.9136,0.0128,49324032.0,0.0068,93474816.0,1,1
recommendationservice,productcatalogservice,1766192855,0,5.0141,0.0204,92188672.0,0.0331,48451584.0,1,1
frontend,cartservice,1766192872,0,6.7177,0.0602,51724288.0,0.0241,82272256.0,2,1
frontend,productcatalogservice,1766192872,0,30.2079,0.06,51724288.0,0.0293,48025600.0,2,1
frontend,checkoutservice,1766192872,0,0.6543,0.0598,51724288.0,0.0088,49385472.0,2,1
frontend,recommendationservice,1766192872,0,4.4057,0.0595,51724288.0,0.0196,92176384.0,2,1
frontend,adservice,1766192872,0,2.879,0.0593,51724288.0,0.0165,126242816.0,2,1
frontend,currencyservice,1766192872,0,28.4409,0.0591,51724288.0,0.05,66895872.0,2,1
checkoutservice,cartservice,1766192872,0,1.3524,0.0087,49385472.0,0.0241,82272256.0,1,1
checkoutservice,productcatalogservice,1766192872,0,1.1124,0.0087,49385472.0,0.0293,48025600.0,1,1
checkoutservice,currencyservice,1766192872,0,1.7668,0.0085,49385472.0,0.05,66895872.0,1,1
checkoutservice,paymentservice,1766192872,0,0.6762,0.0084,49385472.0,0.0047,63062016.0,1,1
checkoutservice,shippingservice,1766192872,0,1.396,0.0084,49385472.0,0.007,47001600.0,1,1
checkoutservice,emailservice,1766192872,0,0.6838,0.0083,49385472.0,0.0059,93802496.0,1,1
recommendationservice,productcatalogservice,1766192872,0,4.5369,0.0196,92176384.0,0.0293,48025600.0,1,1
frontend,cartservice,1766192890,0,6.5183,0.0537,52097024.0,0.0133,82272256.0,2,1
frontend,productcatalogservice,1766192890,0,29.3646,0.0535,52097024.0,0.0306,48480256.0,2,1
frontend,checkoutservice,1766192890,0,0.5984,0.0533,52097024.0,0.009,49659904.0,2,1
frontend,recommendationservice,1766192890,0,4.3171,0.053,52097024.0,0.0184,88924160.0,2,1
frontend,adservice,1766192890,0,2.9279,0.0528,52097024.0,0.0151,127852544.0,2,1
frontend,currencyservice,1766192890,0,27.0351,0.0526,52097024.0,0.0381,67330048.0,2,1
checkoutservice,cartservice,1766192890,0,1.1968,0.0089,49659904.0,0.0129,82272256.0,1,1
checkoutservice,productcatalogservice,1766192890,0,1.0472,0.0088,49659904.0,0.0306,48480256.0,1,1
checkoutservice,currencyservice,1766192890,0,1.667,0.0088,49659904.0,0.0377,67330048.0,1,1
checkoutservice,paymentservice,1766192890,0,0.5984,0.0088,49659904.0,0.0041,63713280.0,1,1
checkoutservice,shippingservice,1766192890,0,1.1968,0.0087,49659904.0,0.0065,47054848.0,1,1
checkoutservice,emailservice,1766192890,0,0.5822,0.0087,49659904.0,0.0074,93851648.0,1,1
recommendationservice,productcatalogservice,1766192890,0,4.4239,0.0184,88924160.0,0.0306,48480256.0,1,1
frontend,cartservice,1766192907,0,6.3773,0.0488,99278848.0,0.0139,83050496.0,2,1
frontend,productcatalogservice,1766192907,0,26.9241,0.0486,99278848.0,0.0202,48480256.0,2,1
frontend,checkoutservice,1766192907,0,0.6094,0.0485,99278848.0,0.008,49782784.0,2,1
frontend,recommendationservice,1766192907,0,3.9178,0.0482,99278848.0,0.0137,88948736.0,2,1
frontend,adservice,1766192907,0,2.9666,0.048,99278848.0,0.0097,129667072.0,2,1
frontend,currencyservice,1766192907,0,28.1182,0.072,100327424.0,0.0471,69218304.0,2,1
checkoutservice,cartservice,1766192907,0,1.2188,0.0118,49790976.0,0.02,83623936.0,1,1
checkoutservice,productcatalogservice,1766192907,0,0.9794,0.0118,49790976.0,0.0283,48263168.0,1,1
checkoutservice,currencyservice,1766192907,0,1.5268,0.0118,49790976.0,0.0471,69218304.0,1,1
checkoutservice,paymentservice,1766192907,0,0.6094,0.0118,49790976.0,0.0062,64204800.0,1,1
checkoutservice,shippingservice,1766192907,0,1.2624,0.0118,49790976.0,0.0083,47112192.0,1,1
checkoutservice,emailservice,1766192907,0,0.6747,0.0118,49790976.0,0.0078,91828224.0,1,1
recommendationservice,productcatalogservice,1766192907,0,3.6927,0.0178,89214976.0,0.0283,48263168.0,1,1
frontend,cartservice,1766192925,0,6.477,0.0746,100421632.0,0.0214,84267008.0,2,1
frontend,productcatalogservice,1766192925,0,27.8503,0.0746,100421632.0,0.0284,48304128.0,2,1
frontend,checkoutservice,1766192925,0,0.7482,0.0746,100421632.0,0.0111,49827840.0,2,1
frontend,recommendationservice,1766192925,0,4.2325,0.0746,100421632.0,0.0176,88956928.0,2,1
frontend,adservice,1766192925,0,2.7208,0.0746,100421632.0,0.0143,132071424.0,2,1
frontend,currencyservice,1766192925,0,28.2311,0.0746,100421632.0,0.0458,69029888.0,2,1
checkoutservice,cartservice,1766192925,0,1.4962,0.0111,49827840.0,0.0214,84267008.0,1,1
checkoutservice,productcatalogservice,1766192925,0,1.107,0.0111,49827840.0,0.0284,48304128.0,1,1
checkoutservice,currencyservice,1766192925,0,1.8568,0.0111,49827840.0,0.0458,69029888.0,1,1
checkoutservice,paymentservice,1766192925,0,0.7481,0.0111,49827840.0,0.006,63766528.0,1,1
checkoutservice,shippingservice,1766192925,0,1.4963,0.0111,49827840.0,0.0085,47157248.0,1,1
checkoutservice,emailservice,1766192925,0,0.712,0.0111,49827840.0,0.0081,91852800.0,1,1
recommendationservice,productcatalogservice,1766192925,0,4.2999,0.0176,88956928.0,0.0284,48304128.0,1,1
frontend,cartservice,1766192942,0,6.8936,0.0771,100270080.0,0.0232,84930560.0,2,1
frontend,productcatalogservice,1766192942,0,31.6267,0.0771,100270080.0,0.0316,48336896.0,2,1
frontend,checkoutservice,1766192942,0,0.7818,0.0771,100270080.0,0.0126,49598464.0,2,1
frontend,recommendationservice,1766192942,0,4.7666,0.0771,100270080.0,0.0181,88948736.0,2,1
frontend,adservice,1766192942,0,2.5735,0.0771,100270080.0,0.0141,132579328.0,2,1
frontend,currencyservice,1766192942,0,29.0168,0.077,100270080.0,0.0418,68780032.0,2,1
checkoutservice,cartservice,1766192942,0,1.6072,0.0126,49598464.0,0.0232,84930560.0,1,1
checkoutservice,productcatalogservice,1766192942,0,1.3221,0.0126,49598464.0,0.0316,48336896.0,1,1
checkoutservice,currencyservice,1766192942,0,2.1178,0.0126,49598464.0,0.0241,68780032.0,1,1
checkoutservice,paymentservice,1766192942,0,0.8036,0.0126,49598464.0,0.0064,62947328.0,1,1
checkoutservice,shippingservice,1766192942,0,1.6072,0.0126,49598464.0,0.0074,47177728.0,1,1
checkoutservice,emailservice,1766192942,0,0.8473,0.0126,49598464.0,0.0061,91877376.0,1,1
recommendationservice,productcatalogservice,1766192942,0,5.0059,0.0181,88948736.0,0.0316,48336896.0,1,1
frontend,cartservice,1766192959,0,7.3579,0.078,100474880.0,0.0295,86413312.0,2,1
frontend,productcatalogservice,1766192959,0,32.0877,0.078,100474880.0,0.0308,48459776.0,2,1
frontend,checkoutservice,1766192959,0,0.8887,0.078,100474880.0,0.0111,49627136.0,2,1
frontend,recommendationservice,1766192959,0,4.6836,0.078,100474880.0,0.018,88952832.0,2,1
frontend,adservice,1766192959,0,3.1369,0.078,100474880.0,0.0104,134422528.0,2,1
frontend,currencyservice,1766192959,0,31.7177,0.078,100474880.0,0.0406,70807552.0,2,1
checkoutservice,cartservice,1766192959,0,1.7773,0.0111,49627136.0,0.0295,86413312.0,1,1
checkoutservice,productcatalogservice,1766192959,0,1.2852,0.0111,49627136.0,0.0308,48459776.0,1,1
checkoutservice,currencyservice,1766192959,0,2.1348,0.0111,49627136.0,0.0406,70807552.0,1,1
checkoutservice,paymentservice,1766192959,0,0.8887,0.0111,49627136.0,0.0053,63328256.0,1,1
checkoutservice,shippingservice,1766192959,0,1.7126,0.0111,49627136.0,0.0093,47190016.0,1,1
checkoutservice,emailservice,1766192959,0,0.8207,0.0111,49627136.0,0.0079,91893760.0,1,1
recommendationservice,productcatalogservice,1766192959,0,4.7271,0.018,88952832.0,0.0308,48459776.0,1,1
frontend,cartservice,1766192977,0,8.3328,0.0893,100728832.0,0.0297,86413312.0,2,1
frontend,productcatalogservice,1766192977,0,41.5961,0.0893,100728832.0,0.0215,48496640.0,2,1
frontend,checkoutservice,1766192977,0,1.2598,0.0893,100728832.0,0.0123,49659904.0,2,1
frontend,recommendationservice,1766192977,0,6.2357,0.0893,100728832.0,0.0187,88592384.0,2,1
frontend,adservice,1766192977,0,4.2932,0.0893,100728832.0,0.0157,136003584.0,2,1
frontend,currencyservice,1766192977,0,44.4441,0.0893,100728832.0,0.0545,73502720.0,2,1
checkoutservice,cartservice,1766192977,0,2.7332,0.0102,49659904.0,0.0297,86413312.0,1,1
checkoutservice,productcatalogservice,1766192977,0,1.7468,0.0102,49659904.0,0.0215,48496640.0,1,1
checkoutservice,currencyservice,1766192977,0,2.9534,0.0102,49659904.0,0.0545,73502720.0,1,1
checkoutservice,paymentservice,1766192977,0,1.3666,0.0103,49659904.0,0.0051,62988288.0,1,1
checkoutservice,shippingservice,1766192977,0,2.8186,0.0103,49659904.0,0.0073,47202304.0,1,1
checkoutservice,emailservice,1766192977,0,1.2065,0.0121,49659904.0,0.0084,91594752.0,1,1
recommendationservice,productcatalogservice,1766192977,0,6.4697,0.0159,88592384.0,0.0215,48496640.0,1,1
frontend,cartservice,1766192994,0,15.7419,0.1436,103682048.0,0.0357,86519808.0,2,1
frontend,productcatalogservice,1766192994,0,62.8305,0.1435,103682048.0,0.034,48672768.0,2,1
frontend,checkoutservice,1766192994,0,1.785,0.1434,103682048.0,0.0171,49958912.0,2,1
frontend,recommendationservice,1766192994,0,9.4807,0.1432,103682048.0,0.0268,88674304.0,2,1
frontend,adservice,1766192994,0,6.0632,0.1431,103682048.0,0.0253,136331264.0,2,1
frontend,currencyservice,1766192994,0,63.1464,0.143,103682048.0,0.0445,73502720.0,2,1
checkoutservice,cartservice,1766192994,0,3.6144,0.0193,49958912.0,0.0302,86519808.0,1,1
checkoutservice,productcatalogservice,1766192994,0,2.3516,0.0193,49958912.0,0.0384,48672768.0,1,1
checkoutservice,currencyservice,1766192994,0,4.1192,0.0193,49958912.0,0.044,73502720.0,1,1
checkoutservice,paymentservice,1766192994,0,1.8072,0.0193,49958912.0,0.0057,63721472.0,1,1
checkoutservice,shippingservice,1766192994,0,3.6144,0.0193,49958912.0,0.0075,47419392.0,1,1
checkoutservice,emailservice,1766192994,0,1.6614,0.0193,49958912.0,0.0081,91582464.0,1,1
recommendationservice,productcatalogservice,1766192994,0,9.3193,0.0303,88674304.0,0.0376,48672768.0,1,1
frontend,cartservice,1766193012,0,20.0699,0.1703,105910272.0,0.0375,86536192.0,2,1
frontend,productcatalogservice,1766193012,0,81.8633,0.1705,105910272.0,0.0787,49188864.0,2,1
frontend,checkoutservice,1766193012,0,2.2442,0.1918,105910272.0,0.0248,50008064.0,2,1
frontend,recommendationservice,1766193012,0,12.2298,0.1916,105910272.0,0.0392,88686592.0,2,1
frontend,adservice,1766193012,0,7.747,0.1914,105910272.0,0.0371,144367616.0,2,1
frontend,currencyservice,1766193012,0,85.1468,0.1912,105910272.0,0.0978,75964416.0,2,1
checkoutservice,cartservice,1766193012,0,4.5738,0.0248,50008064.0,0.0367,86536192.0,1,1
checkoutservice,productcatalogservice,1766193012,0,3.3096,0.0248,50008064.0,0.0787,49188864.0,1,1
checkoutservice,currencyservice,1766193012,0,5.5959,0.0248,50008064.0,0.0978,75964416.0,1,1
checkoutservice,paymentservice,1766193012,0,2.2869,0.0248,50008064.0,0.0069,63913984.0,1,1
checkoutservice,shippingservice,1766193012,0,4.531,0.0248,50008064.0,0.0113,47951872.0,1,1
checkoutservice,emailservice,1766193012,0,2.4474,0.0207,50008064.0,0.0098,91586560.0,1,1
recommendationservice,productcatalogservice,1766193012,0,12.3892,0.0392,88686592.0,0.0787,49188864.0,1,1
frontend,cartservice,1766193029,0,20.8807,0.1491,106500096.0,0.0366,86548480.0,2,1
frontend,productcatalogservice,1766193029,0,86.8394,0.1485,106500096.0,0.0571,49188864.0,2,1
frontend,checkoutservice,1766193029,0,2.0062,0.1478,106500096.0,0.0186,50294784.0,2,1
frontend,recommendationservice,1766193029,0,12.7155,0.1472,106500096.0,0.0311,88711168.0,2,1
frontend,adservice,1766193029,0,8.3555,0.1465,106500096.0,0.0296,137859072.0,2,1
frontend,currencyservice,1766193029,0,87.7692,0.146,106500096.0,0.0606,75763712.0,2,1
checkoutservice,cartservice,1766193029,0,4.0561,0.0184,50294784.0,0.0359,86548480.0,1,1
checkoutservice,productcatalogservice,1766193029,0,3.0223,0.0183,50294784.0,0.0558,49188864.0,1,1
checkoutservice,currencyservice,1766193029,0,5.03,0.0182,50294784.0,0.0614,75763712.0,1,1
checkoutservice,paymentservice,1766193029,0,2.028,0.0182,50294784.0,0.0071,63991808.0,1,1
checkoutservice,shippingservice,1766193029,0,3.9689,0.0181,50294784.0,0.0124,48492544.0,1,1
checkoutservice,emailservice,1766193029,0,2.0062,0.018,50294784.0,0.0075,91586560.0,1,1
recommendationservice,productcatalogservice,1766193029,0,12.654,0.0302,88711168.0,0.0546,49188864.0,1,1
frontend,cartservice,1766193046,0,20.5658,0.1841,107151360.0,0.0453,86089728.0,2,1
frontend,productcatalogservice,1766193046,0,87.8022,0.1838,107151360.0,0.079,48992256.0,2,1
frontend,checkoutservice,1766193046,0,2.0211,0.1836,107151360.0,0.0179,50569216.0,2,1
frontend,recommendationservice,1766193046,0,12.6507,0.1834,103768064.0,0.038,86970368.0,2,1
frontend,adservice,1766193046,0,8.6672,0.2046,103768064.0,0.0242,138588160.0,2,1
frontend,currencyservice,1766193046,0,87.6061,0.2046,103768064.0,0.0916,73347072.0,2,1
checkoutservice,cartservice,1766193046,0,4.0124,0.0207,50307072.0,0.0453,86089728.0,1,1
checkoutservice,productcatalogservice,1766193046,0,3.1162,0.0207,50307072.0,0.0761,48848896.0,1,1
checkoutservice,currencyservice,1766193046,0,4.8682,0.0207,50307072.0,0.0916,73347072.0,1,1
checkoutservice,paymentservice,1766193046,0,2.0062,0.0207,50307072.0,0.0085,64327680.0,1,1
checkoutservice,shippingservice,1766193046,0,4.0124,0.0207,50307072.0,0.0124,48799744.0,1,1
checkoutservice,emailservice,1766193046,0,1.86,0.0207,50307072.0,0.0095,91611136.0,1,1
recommendationservice,productcatalogservice,1766193046,0,12.232,0.038,86970368.0,0.0761,48848896.0,1,1
frontend,cartservice,1766193064,0,19.9785,0.1593,147849216.0,0.0449,86216704.0,4,1
frontend,productcatalogservice,1766193064,0,84.6606,0.1596,147849216.0,0.0467,94576640.0,4,2
frontend,checkoutservice,1766193064,0,1.6556,0.16,147849216.0,0.0197,49672192.0,4,1
frontend,recommendationservice,1766193064,0,12.0104,0.1605,147849216.0,0.0378,88285184.0,4,1
frontend,adservice,1766193064,0,8.6744,0.1608,147849216.0,0.0258,136183808.0,4,1
frontend,currencyservice,1766193064,0,87.4123,0.1612,147849216.0,0.0901,133316608.0,4,2
checkoutservice,cartservice,1766193064,0,3.417,0.0197,49672192.0,0.0449,86216704.0,1,1
checkoutservice,productcatalogservice,1766193064,0,2.7881,0.0197,49672192.0,0.048,94576640.0,1,2
checkoutservice,currencyservice,1766193064,0,4.8022,0.0197,49672192.0,0.0901,133316608.0,1,2
checkoutservice,paymentservice,1766193064,0,1.7085,0.0197,49672192.0,0.0086,62255104.0,1,1
checkoutservice,shippingservice,1766193064,0,3.417,0.0197,49672192.0,0.0147,48803840.0,1,1
checkoutservice,emailservice,1766193064,0,1.7522,0.0197,49672192.0,0.0097,90484736.0,1,1
recommendationservice,productcatalogservice,1766193064,0,11.7417,0.0378,88285184.0,0.0491,94576640.0,1,2
frontend,cartservice,1766193081,0,20.3896,0.2087,196653056.0,0.0356,87764992.0,4,1
frontend,productcatalogservice,1766193081,0,84.5358,0.2087,196653056.0,0.0602,95510528.0,4,2
frontend,checkoutservice,1766193081,0,1.8317,0.2087,196653056.0,0.0222,49561600.0,4,1
frontend,recommendationservice,1766193081,0,12.8324,0.1911,196653056.0,0.0276,88285184.0,4,1
frontend,adservice,1766193081,0,8.3095,0.1907,196653056.0,0.0259,137728000.0,4,1
frontend,currencyservice,1766193081,0,77.3708,0.1904,196653056.0,0.0957,135401472.0,4,2
checkoutservice,cartservice,1766193081,0,3.4343,0.0222,49561600.0,0.0349,87764992.0,1,1
checkoutservice,productcatalogservice,1766193081,0,2.6803,0.0222,49561600.0,0.0602,95510528.0,1,2
checkoutservice,currencyservice,1766193081,0,4.041,0.0222,49561600.0,0.097,135401472.0,1,2
checkoutservice,paymentservice,1766193081,0,1.7172,0.0222,49561600.0,0.009,62820352.0,1,1
checkoutservice,shippingservice,1766193081,0,3.4779,0.0222,49561600.0,0.016,50020352.0,1,1
checkoutservice,emailservice,1766193081,0,1.7182,0.0222,49561600.0,0.0076,90484736.0,1,1
recommendationservice,productcatalogservice,1766193081,0,12.4429,0.0278,88285184.0,0.0602,95510528.0,1,2
frontend,cartservice,1766193098,0,20.5514,0.1976,197689344.0,0.0375,87498752.0,4,1
frontend,productcatalogservice,1766193098,0,88.7562,0.1976,197689344.0,0.1032,96628736.0,4,2
frontend,checkoutservice,1766193098,0,2.1717,0.1976,197689344.0,0.0249,49639424.0,4,1
frontend,recommendationservice,1766193098,0,13.3874,0.2085,197689344.0,0.0401,88358912.0,4,1
frontend,adservice,1766193098,0,8.3889,0.2076,197689344.0,0.0261,137781248.0,4,1
frontend,currencyservice,1766193098,0,83.1724,0.2073,197689344.0,0.1091,135368704.0,4,2
checkoutservice,cartservice,1766193098,0,4.3007,0.0249,49639424.0,0.0367,87498752.0,1,1
checkoutservice,productcatalogservice,1766193098,0,3.2371,0.0249,49639424.0,0.1032,96628736.0,1,2
